reg_id,url,name,reg_role,reg_type,reg_status,reg_status_date,client,organization,lobbying_firm
96022,/lra/reporting/public/registrar/view.do?method=get&registrationId=96022,"Koscielnuk, Lorne",In House Lobbyist,Organization,Terminated,"September 10, 2015",,Servier Canada Inc,
119715,/lra/reporting/public/registrar/view.do?method=get&registrationId=119715,"Koscielnuk, Lorne",In House Lobbyist,Organization,Terminated,"March   11, 2016",,Servier Canada Inc,
144981,/lra/reporting/public/registrar/view.do?method=get&registrationId=144981,"Koscielnuk, Lorne",In House Lobbyist,Organization,Terminated,"September 13, 2016",,Servier Canada Inc,
192933,/lra/reporting/public/registrar/view.do?method=get&registrationId=192933,"Koscielnuk, Lorne",In House Lobbyist,Organization,Terminated,"March   14, 2017",,Servier Canada Inc,
210589,/lra/reporting/public/registrar/view.do?method=get&registrationId=210589,"Koscielnuk, Lorne",In House Lobbyist,Organization,Terminated,"September 25, 2017",,Servier Canada Inc,
222430,/lra/reporting/public/registrar/view.do?method=get&registrationId=222430,"Koscielnuk, Lorne",In House Lobbyist,Organization,Terminated,"April   25, 2018",,Servier Canada Inc,
250236,/lra/reporting/public/registrar/view.do?method=get&registrationId=250236,"Koscielnuk, Lorne",In House Lobbyist,Organization,Terminated,"October  29, 2018",,Servier Canada Inc,
286586,/lra/reporting/public/registrar/view.do?method=get&registrationId=286586,"Koscielnuk, Lorne",In House Lobbyist,Organization,Terminated,"April   30, 2019",,Servier Canada Inc,
301705,/lra/reporting/public/registrar/view.do?method=get&registrationId=301705,"Koscielnuk, Lorne",In House Lobbyist,Organization,Terminated,"November 01, 2019",,Servier Canada Inc,
330105,/lra/reporting/public/registrar/view.do?method=get&registrationId=330105,"Koscielnuk, Lorne",In House Lobbyist,Organization,Terminated,"May    04, 2020",,Servier Canada Inc,
736104,/lra/reporting/public/registrar/view.do?method=get&registrationId=736104,"Koscielnuk, Lorne",In House Lobbyist,Organization,Terminated,"April   11, 2013",,Servier Canada Inc,
3654805,/lra/reporting/public/registrar/view.do?method=get&registrationId=3654805,"Koscielnuk, Lorne",In House Lobbyist,Organization,Terminated,"March   04, 2015",,Servier Canada Inc,
399120,/lra/reporting/public/registrar/view.do?method=get&registrationId=399120,"Koster, Beth",In House Lobbyist,Organization,Terminated,"March   23, 2021",,Purdue Pharma (Canada),
417907,/lra/reporting/public/registrar/view.do?method=get&registrationId=417907,"Koster, Beth",In House Lobbyist,Organization,Termination Pending,"March   23, 2021",,Purdue Pharma (Canada),
295813,/lra/reporting/public/registrar/view.do?method=get&registrationId=295813,"Kostyra, Eugene Michael",Consultant Lobbyist,Consultant Lobbyist,Terminated,"July   25, 2012",On Screen Manitoba,,
69867,/lra/reporting/public/registrar/view.do?method=get&registrationId=69867,"Kowal, Greg",In House Lobbyist,Organization,Terminated,"January  06, 2015",,Teranet Holdings LP,
92592,/lra/reporting/public/registrar/view.do?method=get&registrationId=92592,"Kowal, Greg",In House Lobbyist,Organization,Terminated,"July   07, 2015",,Teranet Holdings LP,
116974,/lra/reporting/public/registrar/view.do?method=get&registrationId=116974,"Kowal, Greg",In House Lobbyist,Organization,Terminated,"January  13, 2016",,Teranet Holdings LP,
126275,/lra/reporting/public/registrar/view.do?method=get&registrationId=126275,"Kowal, Greg",In House Lobbyist,Organization,Terminated,"July   18, 2016",,Teranet Holdings LP,
163617,/lra/reporting/public/registrar/view.do?method=get&registrationId=163617,"Kowal, Greg",In House Lobbyist,Organization,Terminated,"February 24, 2017",,Teranet Holdings LP,
209709,/lra/reporting/public/registrar/view.do?method=get&registrationId=209709,"Kowal, Greg",In House Lobbyist,Organization,Terminated,"August  29, 2017",,Teranet Holdings LP,
220225,/lra/reporting/public/registrar/view.do?method=get&registrationId=220225,"Kowal, Greg",In House Lobbyist,Organization,Terminated,"March   01, 2018",,Teranet Holdings LP,
943561,/lra/reporting/public/registrar/view.do?method=get&registrationId=943561,"Kowal, Gregory",In House Lobbyist,Organization,Terminated,"September 30, 2013",,Teranet Holdings LP,
2112658,/lra/reporting/public/registrar/view.do?method=get&registrationId=2112658,"Kowal, Gregory",In House Lobbyist,Organization,Terminated,"June   20, 2014",,Teranet Holdings LP,
448668,/lra/reporting/public/registrar/view.do?method=get&registrationId=448668,"Kriegler, Andrew J",In House Lobbyist,Organization,Active,"September 03, 2021",,Investment Industry Regulatory Organization of Canada (IIROC),
448668,/lra/reporting/public/registrar/view.do?method=get&registrationId=448668,"Kriegler, Andrew J",Senior Officer,Organization,Active,"September 03, 2021",,Investment Industry Regulatory Organization of Canada (IIROC),
281957,/lra/reporting/public/registrar/view.do?method=get&registrationId=281957,"Kriegler, Andrew J",In House Lobbyist,Organization,Terminated,"April   09, 2019",,Investment Industry Regulatory Organization of Canada (IIROC),
300213,/lra/reporting/public/registrar/view.do?method=get&registrationId=300213,"Kriegler, Andrew J",In House Lobbyist,Organization,Terminated,"October  10, 2019",,Investment Industry Regulatory Organization of Canada (IIROC),
327939,/lra/reporting/public/registrar/view.do?method=get&registrationId=327939,"Kriegler, Andrew J",In House Lobbyist,Organization,Terminated,"April   21, 2020",,Investment Industry Regulatory Organization of Canada (IIROC),
370449,/lra/reporting/public/registrar/view.do?method=get&registrationId=370449,"Kriegler, Andrew J",In House Lobbyist,Organization,Terminated,"December 20, 2020",,Investment Industry Regulatory Organization of Canada (IIROC),
403772,/lra/reporting/public/registrar/view.do?method=get&registrationId=403772,"Kriegler, Andrew J",In House Lobbyist,Organization,Terminated,"August  09, 2021",,Investment Industry Regulatory Organization of Canada (IIROC),
11481922,/lra/reporting/public/registrar/view.do?method=get&registrationId=11481922,"Kriegler, Andrew J",In House Lobbyist,Organization,Terminated,"October  03, 2018",,Investment Industry Regulatory Organization of Canada (IIROC),
281957,/lra/reporting/public/registrar/view.do?method=get&registrationId=281957,"Kriegler, Andrew J",Senior Officer,Organization,Terminated,"April   09, 2019",,Investment Industry Regulatory Organization of Canada (IIROC),
300213,/lra/reporting/public/registrar/view.do?method=get&registrationId=300213,"Kriegler, Andrew J",Senior Officer,Organization,Terminated,"October  10, 2019",,Investment Industry Regulatory Organization of Canada (IIROC),
327939,/lra/reporting/public/registrar/view.do?method=get&registrationId=327939,"Kriegler, Andrew J",Senior Officer,Organization,Terminated,"April   21, 2020",,Investment Industry Regulatory Organization of Canada (IIROC),
370449,/lra/reporting/public/registrar/view.do?method=get&registrationId=370449,"Kriegler, Andrew J",Senior Officer,Organization,Terminated,"December 20, 2020",,Investment Industry Regulatory Organization of Canada (IIROC),
403772,/lra/reporting/public/registrar/view.do?method=get&registrationId=403772,"Kriegler, Andrew J",Senior Officer,Organization,Terminated,"August  09, 2021",,Investment Industry Regulatory Organization of Canada (IIROC),
11481922,/lra/reporting/public/registrar/view.do?method=get&registrationId=11481922,"Kriegler, Andrew J",Senior Officer,Organization,Terminated,"October  03, 2018",,Investment Industry Regulatory Organization of Canada (IIROC),
206922,/lra/reporting/public/registrar/view.do?method=get&registrationId=206922,"Kristjanson, Stefan",In House Lobbyist,Organization,Terminated,"July   27, 2017",,The Great-West Life Assurance Company,
217075,/lra/reporting/public/registrar/view.do?method=get&registrationId=217075,"Kristjanson, Stefan",In House Lobbyist,Organization,Terminated,"January  30, 2018",,The Great-West Life Assurance Company,
231506,/lra/reporting/public/registrar/view.do?method=get&registrationId=231506,"Kristjanson, Stefan",In House Lobbyist,Organization,Terminated,"August  17, 2018",,The Great-West Life Assurance Company,
7298813,/lra/reporting/public/registrar/view.do?method=get&registrationId=7298813,"Kristjanson, Stefan",In House Lobbyist,Organization,Terminated,"January  19, 2017",,The Great-West Life Assurance Company,
10979092,/lra/reporting/public/registrar/view.do?method=get&registrationId=10979092,"Kurkimaki, Laura",Consultant Lobbyist,Consultant Lobbyist,Terminated,"November 13, 2018",Greensky Labs,,Hill+Knowlton Strategies Canada
10554344,/lra/reporting/public/registrar/view.do?method=get&registrationId=10554344,"Kurkimaki, Laura",Consultant Lobbyist,Consultant Lobbyist,Terminated,"April   23, 2018",National Access Cannabis,,Hill+Knowlton Strategies Canada
10554345,/lra/reporting/public/registrar/view.do?method=get&registrationId=10554345,"Kurkimaki, Laura",Consultant Lobbyist,Consultant Lobbyist,Terminated,"November 13, 2018",Neighbourhood Pharmacies Association of Canada,,Hill+Knowlton Strategies Canada
13160710,/lra/reporting/public/registrar/view.do?method=get&registrationId=13160710,"Kurkimaki, Laura",Consultant Lobbyist,Consultant Lobbyist,Terminated,"November 13, 2018",Seqirus,,Hill+Knowlton Strategies Canada
79652,/lra/reporting/public/registrar/view.do?method=get&registrationId=79652,"Kyncoh, Karl",In House Lobbyist,Organization,Terminated,"June   19, 2015",,Manitoba Pork Council,
28355,/lra/reporting/public/registrar/view.do?method=get&registrationId=28355,"Kynoch, Karl",In House Lobbyist,Organization,Terminated,"October  23, 2013",,Manitoba Pork Council,
40535,/lra/reporting/public/registrar/view.do?method=get&registrationId=40535,"Kynoch, Karl",In House Lobbyist,Organization,Terminated,"May    06, 2014",,Manitoba Pork Council,
55384,/lra/reporting/public/registrar/view.do?method=get&registrationId=55384,"Kynoch, Karl",In House Lobbyist,Organization,Terminated,"December 12, 2014",,Manitoba Pork Council,
736111,/lra/reporting/public/registrar/view.do?method=get&registrationId=736111,"Kynoch, Karl",In House Lobbyist,Organization,Terminated,"April   18, 2013",,Manitoba Pork Council,
419094,/lra/reporting/public/registrar/view.do?method=get&registrationId=419094,"Labbie, Virginia",In House Lobbyist,Organization,Active,"August  18, 2021",,Canadian Federation of Independent Business (CFIB),
24287,/lra/reporting/public/registrar/view.do?method=get&registrationId=24287,"Labbie, Virginia",In House Lobbyist,Organization,Terminated,"August  09, 2013",,Canadian Federation of Independent Business (CFIB),
379766,/lra/reporting/public/registrar/view.do?method=get&registrationId=379766,"Labbie, Virginia",In House Lobbyist,Organization,Terminated,"April   01, 2021",,Canadian Federation of Independent Business (CFIB),
489762,/lra/reporting/public/registrar/view.do?method=get&registrationId=489762,"Labbie, Virginia",In House Lobbyist,Organization,Terminated,"February 06, 2013",,Canadian Federation of Independent Business (CFIB),
341973,/lra/reporting/public/registrar/view.do?method=get&registrationId=341973,"Labelle, Jasmine",In House Lobbyist,Organization,Terminated,"August  28, 2020",,Premier Tech ltée,
396356,/lra/reporting/public/registrar/view.do?method=get&registrationId=396356,"Labelle, Jasmine",In House Lobbyist,Organization,Terminated,"March   12, 2021",,Premier Tech ltée,
7298826,/lra/reporting/public/registrar/view.do?method=get&registrationId=7298826,"LaBossiere Parr, Danielle",Consultant Lobbyist,Consultant Lobbyist,Terminated,"January  23, 2017",Enbridge Inc.,,1689986 Alberta Ltd. DBA Navigator Ltd
10979090,/lra/reporting/public/registrar/view.do?method=get&registrationId=10979090,"Lacavera, Anthony",In House Lobbyist,Organization,Terminated,"September 06, 2018",,Nuuvera Inc.,
225231,/lra/reporting/public/registrar/view.do?method=get&registrationId=225231,"Lackner, Julie",In House Lobbyist,Organization,Terminated,"September 06, 2018",,Manitoba Nurses Union,
437463,/lra/reporting/public/registrar/view.do?method=get&registrationId=437463,"Ladouceur, Marie-Pier",In House Lobbyist,Organization,Active,"April   28, 2021",,Lundbeck Canada Inc.,
256914,/lra/reporting/public/registrar/view.do?method=get&registrationId=256914,"Ladouceur, Marie-Pier",In House Lobbyist,Organization,Terminated,"January  06, 2019",,Lundbeck Canada Inc.,
293267,/lra/reporting/public/registrar/view.do?method=get&registrationId=293267,"Ladouceur, Marie-Pier",In House Lobbyist,Organization,Terminated,"July   11, 2019",,Lundbeck Canada Inc.,
322947,/lra/reporting/public/registrar/view.do?method=get&registrationId=322947,"Ladouceur, Marie-Pier",In House Lobbyist,Organization,Terminated,"January  27, 2020",,Lundbeck Canada Inc.,
364557,/lra/reporting/public/registrar/view.do?method=get&registrationId=364557,"Ladouceur, Marie-Pier",In House Lobbyist,Organization,Terminated,"August  06, 2020",,Lundbeck Canada Inc.,
392283,/lra/reporting/public/registrar/view.do?method=get&registrationId=392283,"Ladouceur, Marie-Pier",In House Lobbyist,Organization,Terminated,"April   09, 2021",,Lundbeck Canada Inc.,
10979097,/lra/reporting/public/registrar/view.do?method=get&registrationId=10979097,"Ladouceur, Marie-Pier",In House Lobbyist,Organization,Terminated,"July   03, 2018",,Lundbeck Canada Inc.,
452771,/lra/reporting/public/registrar/view.do?method=get&registrationId=452771,"Lafontaine, Alika",In House Lobbyist,Organization,Active,"September 21, 2021",,Canadian Medical Association,
231856,/lra/reporting/public/registrar/view.do?method=get&registrationId=231856,"Lafontaine, Manon",In House Lobbyist,Organization,Terminated,"August  17, 2018",,MERCK CANADA INC.,
262041,/lra/reporting/public/registrar/view.do?method=get&registrationId=262041,"Lafontaine, Manon",In House Lobbyist,Organization,Terminated,"April   23, 2019",,MERCK CANADA INC.,
298800,/lra/reporting/public/registrar/view.do?method=get&registrationId=298800,"Lafontaine, Manon",In House Lobbyist,Organization,Terminated,"November 26, 2019",,MERCK CANADA INC.,
75125,/lra/reporting/public/registrar/view.do?method=get&registrationId=75125,"Lai, Daniel",In House Lobbyist,Organization,Terminated,"April   30, 2015",,Enbridge Pipelines Inc.,
98761,/lra/reporting/public/registrar/view.do?method=get&registrationId=98761,"Lai, Daniel",In House Lobbyist,Organization,Terminated,"November 06, 2015",,Enbridge Pipelines Inc.,
123521,/lra/reporting/public/registrar/view.do?method=get&registrationId=123521,"Lai, Daniel",In House Lobbyist,Organization,Terminated,"May    09, 2016",,Enbridge Pipelines Inc.,
147229,/lra/reporting/public/registrar/view.do?method=get&registrationId=147229,"Lai, Daniel",In House Lobbyist,Organization,Terminated,"November 18, 2016",,Enbridge Pipelines Inc.,
203448,/lra/reporting/public/registrar/view.do?method=get&registrationId=203448,"Lai, Daniel",In House Lobbyist,Organization,Terminated,"July   19, 2017",,Enbridge Pipelines Inc.,
2642102,/lra/reporting/public/registrar/view.do?method=get&registrationId=2642102,"Lai, Daniel",In House Lobbyist,Organization,Terminated,"September 30, 2014",,Enbridge Pipelines Inc.,
92737,/lra/reporting/public/registrar/view.do?method=get&registrationId=92737,"Laliberte, Garland",In House Lobbyist,Organization,Terminated,"September 06, 2015",,Bipole III Coalition,
119522,/lra/reporting/public/registrar/view.do?method=get&registrationId=119522,"Laliberte, Garland",In House Lobbyist,Organization,Terminated,"March   11, 2016",,Bipole III Coalition,
144940,/lra/reporting/public/registrar/view.do?method=get&registrationId=144940,"Laliberte, Garland",In House Lobbyist,Organization,Terminated,"November 14, 2016",,Bipole III Coalition,
2642118,/lra/reporting/public/registrar/view.do?method=get&registrationId=2642118,"Laliberte, Garland",In House Lobbyist,Organization,Terminated,"March   04, 2015",,Bipole III Coalition,
92737,/lra/reporting/public/registrar/view.do?method=get&registrationId=92737,"Laliberte, Garland",Senior Officer,Organization,Terminated,"September 06, 2015",,Bipole III Coalition,
119522,/lra/reporting/public/registrar/view.do?method=get&registrationId=119522,"Laliberte, Garland",Senior Officer,Organization,Terminated,"March   11, 2016",,Bipole III Coalition,
144940,/lra/reporting/public/registrar/view.do?method=get&registrationId=144940,"Laliberte, Garland",Senior Officer,Organization,Terminated,"November 14, 2016",,Bipole III Coalition,
2642118,/lra/reporting/public/registrar/view.do?method=get&registrationId=2642118,"Laliberte, Garland",Senior Officer,Organization,Terminated,"March   04, 2015",,Bipole III Coalition,
2642116,/lra/reporting/public/registrar/view.do?method=get&registrationId=2642116,"Lam, Thao",In House Lobbyist,Organization,Terminated,"December 23, 2014",,Canadian Federation of Independent Business (CFIB),
46665,/lra/reporting/public/registrar/view.do?method=get&registrationId=46665,"Land , Ryan",In House Lobbyist,Organization,Terminated,"September 02, 2014",,Vale Canada Limited,
74062,/lra/reporting/public/registrar/view.do?method=get&registrationId=74062,"Land , Ryan",In House Lobbyist,Organization,Terminated,"April   21, 2015",,Vale Canada Limited,
98153,/lra/reporting/public/registrar/view.do?method=get&registrationId=98153,"Land , Ryan",In House Lobbyist,Organization,Terminated,"November 30, 2015",,Vale Canada Limited,
124345,/lra/reporting/public/registrar/view.do?method=get&registrationId=124345,"Land , Ryan",In House Lobbyist,Organization,Terminated,"July   25, 2016",,Vale Canada Limited,
164407,/lra/reporting/public/registrar/view.do?method=get&registrationId=164407,"Land , Ryan",In House Lobbyist,Organization,Terminated,"March   27, 2017",,Vale Canada Limited,
222952,/lra/reporting/public/registrar/view.do?method=get&registrationId=222952,"Land , Ryan",In House Lobbyist,Organization,Terminated,"May    17, 2018",,Vale Canada Ltd.,
10554306,/lra/reporting/public/registrar/view.do?method=get&registrationId=10554306,"Land , Ryan",In House Lobbyist,Organization,Terminated,"October  04, 2017",,Vale Canada Ltd.,
18980,/lra/reporting/public/registrar/view.do?method=get&registrationId=18980,"Land, Ryan",In House Lobbyist,Organization,Terminated,"June   10, 2013",,Vale Canada Limited,
32147,/lra/reporting/public/registrar/view.do?method=get&registrationId=32147,"Land, Ryan",In House Lobbyist,Organization,Terminated,"January  28, 2014",,Vale Canada Limited,
295802,/lra/reporting/public/registrar/view.do?method=get&registrationId=295802,"Land, Ryan",In House Lobbyist,Organization,Terminated,"December 03, 2012",,Vale Canada Limited,
251836,/lra/reporting/public/registrar/view.do?method=get&registrationId=251836,"Land, Ryan",In House Lobbyist,Organization,Terminated,"December 19, 2018",,Vale Canada Ltd.,
292267,/lra/reporting/public/registrar/view.do?method=get&registrationId=292267,"Land, Ryan",In House Lobbyist,Organization,Terminated,"August  20, 2019",,Vale Canada Ltd.,
118616,/lra/reporting/public/registrar/view.do?method=get&registrationId=118616,"Landau, Dr. Craig",In House Lobbyist,Organization,Terminated,"March   18, 2016",,Purdue Pharma,
145166,/lra/reporting/public/registrar/view.do?method=get&registrationId=145166,"Landau, Dr. Craig",In House Lobbyist,Organization,Terminated,"September 28, 2016",,Purdue Pharma,
193434,/lra/reporting/public/registrar/view.do?method=get&registrationId=193434,"Landau, Dr. Craig",In House Lobbyist,Organization,Terminated,"March   30, 2017",,Purdue Pharma,
211443,/lra/reporting/public/registrar/view.do?method=get&registrationId=211443,"Landau, Dr. Craig",In House Lobbyist,Organization,Terminated,"October  03, 2017",,Purdue Pharma,
3654815,/lra/reporting/public/registrar/view.do?method=get&registrationId=3654815,"Landau, Dr. Craig",In House Lobbyist,Organization,Terminated,"August  07, 2015",,Purdue Pharma,
118616,/lra/reporting/public/registrar/view.do?method=get&registrationId=118616,"Landau, Dr. Craig",Senior Officer,Organization,Terminated,"March   18, 2016",,Purdue Pharma,
145166,/lra/reporting/public/registrar/view.do?method=get&registrationId=145166,"Landau, Dr. Craig",Senior Officer,Organization,Terminated,"September 28, 2016",,Purdue Pharma,
193434,/lra/reporting/public/registrar/view.do?method=get&registrationId=193434,"Landau, Dr. Craig",Senior Officer,Organization,Terminated,"March   30, 2017",,Purdue Pharma,
3654815,/lra/reporting/public/registrar/view.do?method=get&registrationId=3654815,"Landau, Dr. Craig",Senior Officer,Organization,Terminated,"August  07, 2015",,Purdue Pharma,
1643013,/lra/reporting/public/registrar/view.do?method=get&registrationId=1643013,"Landau, Dr. Craig",Senior Officer,Organization,Terminated,"March   31, 2014",,Purdue Pharma Canada,
736102,/lra/reporting/public/registrar/view.do?method=get&registrationId=736102,"Lang-Weir, Jeff",Consultant Lobbyist,Consultant Lobbyist,Terminated,"March   25, 2013",Scotts Canada Limited,,Edelman
1643009,/lra/reporting/public/registrar/view.do?method=get&registrationId=1643009,"Lang-Weir, Jeff",Consultant Lobbyist,Consultant Lobbyist,Terminated,"February 19, 2014",Scotts Canada Ltd,,Edelman
225231,/lra/reporting/public/registrar/view.do?method=get&registrationId=225231,"Lange, Cheryl",In House Lobbyist,Organization,Terminated,"September 06, 2018",,Manitoba Nurses Union,
221907,/lra/reporting/public/registrar/view.do?method=get&registrationId=221907,"Lanman, Lydia",In House Lobbyist,Organization,Terminated,"May    20, 2013",,HOFFMANN-LA ROCHE LIMITED,
14775355,/lra/reporting/public/registrar/view.do?method=get&registrationId=14775355,"Larkin, Kyle",Consultant Lobbyist,Consultant Lobbyist,Terminated,"July   30, 2019",Direct Sellers Association of Canada,,Impact Public Affairs
13160713,/lra/reporting/public/registrar/view.do?method=get&registrationId=13160713,"Larkin, Kyle",Consultant Lobbyist,Consultant Lobbyist,Terminated,"November 01, 2019",National Coalition Against Contraband Tobacco,,Impact Public Affairs
16327351,/lra/reporting/public/registrar/view.do?method=get&registrationId=16327351,"Larkin, Marni",Consultant Lobbyist,Consultant Lobbyist,Terminated,"April   27, 2021",Andrew Agencies,,
16327350,/lra/reporting/public/registrar/view.do?method=get&registrationId=16327350,"Larkin, Marni",Consultant Lobbyist,Consultant Lobbyist,Terminated,"April   01, 2021",Bruce Oake Foundation,,
7298838,/lra/reporting/public/registrar/view.do?method=get&registrationId=7298838,"Larkin, Marni",Consultant Lobbyist,Consultant Lobbyist,Terminated,"January  30, 2019",Conair Aerial Firefighting,,
12629603,/lra/reporting/public/registrar/view.do?method=get&registrationId=12629603,"Larkin, Marni",Consultant Lobbyist,Consultant Lobbyist,Terminated,"July   03, 2019",Missinippi Airways,,
7298837,/lra/reporting/public/registrar/view.do?method=get&registrationId=7298837,"Larkin, Marni",Consultant Lobbyist,Consultant Lobbyist,Terminated,"January  30, 2019",RF NOW Inc.,,
10110518,/lra/reporting/public/registrar/view.do?method=get&registrationId=10110518,"Larkin, Marni",Consultant Lobbyist,Consultant Lobbyist,Terminated,"September 07, 2018",WinHealth Diagnostics (Radiologists of Winnipeg),,
7298836,/lra/reporting/public/registrar/view.do?method=get&registrationId=7298836,"Larkin, Marni Elizabeth",Consultant Lobbyist,Consultant Lobbyist,Terminated,"September 07, 2018",OmniTrax Canada,,Boom Done Next Inc.
435881,/lra/reporting/public/registrar/view.do?method=get&registrationId=435881,"Larocque, Robert",Senior Officer,Organization,Active,"April   12, 2021",,Canadian Fuels Association,
398745,/lra/reporting/public/registrar/view.do?method=get&registrationId=398745,"Larocque, Robert",Senior Officer,Organization,Terminated,"April   12, 2021",,Canadian Fuels Association,
10554329,/lra/reporting/public/registrar/view.do?method=get&registrationId=10554329,"Larsen, Elaine",Consultant Lobbyist,Consultant Lobbyist,Terminated,"April   12, 2019",Sanofi Pasteur,,The Capital Hill Group
286962,/lra/reporting/public/registrar/view.do?method=get&registrationId=286962,"Lattanzi, Brad",In House Lobbyist,Organization,Terminated,"June   10, 2019",,Enbridge Inc.,
319529,/lra/reporting/public/registrar/view.do?method=get&registrationId=319529,"Lattanzi, Brad",In House Lobbyist,Organization,Terminated,"December 19, 2019",,Enbridge Inc.,
12371201,/lra/reporting/public/registrar/view.do?method=get&registrationId=12371201,"Lattanzi, Brad",In House Lobbyist,Organization,Terminated,"October  31, 2018",,Enbridge Inc.,
203448,/lra/reporting/public/registrar/view.do?method=get&registrationId=203448,"Lattanzi, Brad",In House Lobbyist,Organization,Terminated,"July   19, 2017",,Enbridge Pipelines Inc.,
438677,/lra/reporting/public/registrar/view.do?method=get&registrationId=438677,"Lavender, Cameron",In House Lobbyist,Organization,Active,"July   15, 2021",,BASF Canada Inc.,
489755,/lra/reporting/public/registrar/view.do?method=get&registrationId=489755,"Lavigne, Bradley",Consultant Lobbyist,Consultant Lobbyist,Terminated,"December 27, 2012",Environmental Defence,,
7298806,/lra/reporting/public/registrar/view.do?method=get&registrationId=7298806,"Lavoie, Frederic",In House Lobbyist,Organization,Terminated,"January  23, 2017",,Pfizer Canada Inc.,
5882754,/lra/reporting/public/registrar/view.do?method=get&registrationId=5882754,"Laws, Candice",Consultant Lobbyist,Consultant Lobbyist,Terminated,"September 30, 2015","Centre for ADHD Awareness, Canada",,Global Public Affairs
120100,/lra/reporting/public/registrar/view.do?method=get&registrationId=120100,"Lea, Sharna",In House Lobbyist,Organization,Terminated,"March   24, 2016",,Manitoba Telecom Services Inc.,
3654825,/lra/reporting/public/registrar/view.do?method=get&registrationId=3654825,"Lea, Sharna",In House Lobbyist,Organization,Terminated,"September 21, 2015",,Manitoba Telecom Services Inc.,
232704,/lra/reporting/public/registrar/view.do?method=get&registrationId=232704,"Leach, Gary",In House Lobbyist,Organization,Terminated,"August  24, 2018",,Explorers and Producers Association of Canada,
262673,/lra/reporting/public/registrar/view.do?method=get&registrationId=262673,"Leach, Gary",In House Lobbyist,Organization,Terminated,"April   15, 2019",,Explorers and Producers Association of Canada,
300966,/lra/reporting/public/registrar/view.do?method=get&registrationId=300966,"Leach, Gary",In House Lobbyist,Organization,Terminated,"October  17, 2019",,Explorers and Producers Association of Canada,
10554336,/lra/reporting/public/registrar/view.do?method=get&registrationId=10554336,"Leach, Gary",In House Lobbyist,Organization,Terminated,"February 16, 2018",,Explorers and Producers Association of Canada,
232704,/lra/reporting/public/registrar/view.do?method=get&registrationId=232704,"Leach, Gary",Senior Officer,Organization,Terminated,"August  24, 2018",,Explorers and Producers Association of Canada,
262673,/lra/reporting/public/registrar/view.do?method=get&registrationId=262673,"Leach, Gary",Senior Officer,Organization,Terminated,"April   15, 2019",,Explorers and Producers Association of Canada,
10554336,/lra/reporting/public/registrar/view.do?method=get&registrationId=10554336,"Leach, Gary",Senior Officer,Organization,Terminated,"February 16, 2018",,Explorers and Producers Association of Canada,
52195,/lra/reporting/public/registrar/view.do?method=get&registrationId=52195,"Leach, Gary",In House Lobbyist,Organization,Terminated,"September 24, 2014",,The Explorers and Producers Association of Canada,
74938,/lra/reporting/public/registrar/view.do?method=get&registrationId=74938,"Leach, Gary",In House Lobbyist,Organization,Terminated,"April   10, 2015",,The Explorers and Producers Association of Canada,
97514,/lra/reporting/public/registrar/view.do?method=get&registrationId=97514,"Leach, Gary",In House Lobbyist,Organization,Terminated,"October  16, 2015",,The Explorers and Producers Association of Canada,
122468,/lra/reporting/public/registrar/view.do?method=get&registrationId=122468,"Leach, Gary",In House Lobbyist,Organization,Terminated,"May    24, 2016",,The Explorers and Producers Association of Canada,
148501,/lra/reporting/public/registrar/view.do?method=get&registrationId=148501,"Leach, Gary",In House Lobbyist,Organization,Terminated,"November 25, 2016",,The Explorers and Producers Association of Canada,
204234,/lra/reporting/public/registrar/view.do?method=get&registrationId=204234,"Leach, Gary",In House Lobbyist,Organization,Terminated,"July   26, 2017",,The Explorers and Producers Association of Canada,
1937103,/lra/reporting/public/registrar/view.do?method=get&registrationId=1937103,"Leach, Gary",In House Lobbyist,Organization,Terminated,"March   17, 2014",,The Explorers and Producers Association of Canada,
52195,/lra/reporting/public/registrar/view.do?method=get&registrationId=52195,"Leach, Gary",Senior Officer,Organization,Terminated,"September 24, 2014",,The Explorers and Producers Association of Canada,
74938,/lra/reporting/public/registrar/view.do?method=get&registrationId=74938,"Leach, Gary",Senior Officer,Organization,Terminated,"April   10, 2015",,The Explorers and Producers Association of Canada,
97514,/lra/reporting/public/registrar/view.do?method=get&registrationId=97514,"Leach, Gary",Senior Officer,Organization,Terminated,"October  16, 2015",,The Explorers and Producers Association of Canada,
122468,/lra/reporting/public/registrar/view.do?method=get&registrationId=122468,"Leach, Gary",Senior Officer,Organization,Terminated,"May    24, 2016",,The Explorers and Producers Association of Canada,
148501,/lra/reporting/public/registrar/view.do?method=get&registrationId=148501,"Leach, Gary",Senior Officer,Organization,Terminated,"November 25, 2016",,The Explorers and Producers Association of Canada,
204234,/lra/reporting/public/registrar/view.do?method=get&registrationId=204234,"Leach, Gary",Senior Officer,Organization,Terminated,"July   26, 2017",,The Explorers and Producers Association of Canada,
1937103,/lra/reporting/public/registrar/view.do?method=get&registrationId=1937103,"Leach, Gary",Senior Officer,Organization,Terminated,"March   17, 2014",,The Explorers and Producers Association of Canada,
437319,/lra/reporting/public/registrar/view.do?method=get&registrationId=437319,"LeBlanc, Paul",In House Lobbyist,Organization,Active,"April   28, 2021",,Louisiana-Pacific Corporation,
